timestamp,r_state,r_thumb,r_index,r_middle,r_ring,r_pinky,l_state,l_thumb,l_index,l_middle,l_ring,l_pinky
1773468001.067709,TRACK,0.0,0.0,0.004799757472879378,0.08350391320781825,0.07190693352803038,,,,,,
1773468001.0953023,TRACK,0.0,0.0,0.0,0.05161087914949462,0.05902730130663997,,,,,,
1773468001.1316307,TRACK,0.0,0.0,0.0,0.02480550143770472,0.017503743380484594,,,,,,
1773468001.15701,TRACK,0.0,0.0,0.0,0.014023987698827227,0.015978288396455865,,,,,,
1773468001.1878448,TRACK,0.0,0.0,0.0,0.0101522859902866,0.007155571806825662,,,,,,
1773468001.2198799,TRACK,0.0,0.0,0.0,0.003946489045652868,0.0015407589371807262,,,,,,
1773468001.2505803,TRACK,0.0,0.0,0.0,0.0008751559424595712,0.0,,,,,,
1773468001.2852352,TRACK,0.02360114254579031,0.0,0.0,0.022444064379786823,0.0,,,,,,
1773468001.3309777,TRACK,0.0,0.0,0.0,0.0032028786227920134,0.0,,,,,,
1773468001.362506,TRACK,0.0,0.0,0.0,0.008887777819277005,0.0,,,,,,
1773468001.3852444,TRACK,0.05633649182460743,0.0,0.0,0.027757588414245332,0.0,,,,,,
1773468001.416104,TRACK,0.0,0.0,0.0,0.0,0.0,,,,,,
1773468001.4516447,TRACK,0.0,0.0,0.0,0.0,0.0,,,,,,
1773468001.4831858,TRACK,0.0,0.0,0.0,0.0,0.0,,,,,,
1773468001.5311918,,,,,,,,,,,,
1773468001.5561328,,,,,,,,,,,,
1773468001.5870569,,,,,,,,,,,,
1773468001.6180844,,,,,,,,,,,,
1773468001.6497245,,,,,,,,,,,,
1773468001.6793065,,,,,,,,,,,,
1773468001.7110996,,,,,,,,,,,,
1773468001.7414675,,,,,,,,,,,,
1773468001.7719147,,,,,,,,,,,,
1773468001.8074467,,,,,,,,,,,,
1773468001.8390355,,,,,,,,,,,,
1773468001.8658755,,,,,,,,,,,,
1773468001.943719,,,,,,,,,,,,
1773468001.974489,,,,,,,,,,,,
1773468002.0070171,,,,,,,,,,,,
1773468002.0370147,,,,,,,,,,,,
1773468002.0669482,,,,,,,,,,,,
1773468002.0977101,,,,,,,,,,,,
1773468002.1303074,,,,,,,,,,,,
1773468002.1595373,,,,,,,,,,,,
1773468002.1905572,,,,,,,,,,,,
1773468002.225798,,,,,,,,,,,,
1773468002.256272,,,,,,,,,,,,
1773468002.287402,,,,,,,,,,,,
1773468002.3482287,,,,,,,,,,,,
1773468002.3753808,,,,,,,,,,,,
1773468002.408399,,,,,,,,,,,,
1773468002.4374254,,,,,,,,,,,,
1773468002.4681947,,,,,,,,,,,,
1773468002.4992127,,,,,,,,,,,,
1773468002.5309818,,,,,,,,,,,,
1773468002.561526,,,,,,,,,,,,
1773468002.5921795,,,,,,,,,,,,
1773468002.6236947,,,,,,,,,,,,
1773468002.6540325,,,,,,,,,,,,
1773468002.6892986,,,,,,,,,,,,
1773468002.7203152,,,,,,,,,,,,
1773468002.7478426,,,,,,,,,,,,
1773468002.8082213,,,,,,,,,,,,
1773468002.840758,,,,,,,,,,,,
1773468002.8727603,,,,,,,,,,,,
1773468002.9067314,,,,,,,,,,,,
1773468002.9379292,,,,,,,,,,,,
1773468002.9644697,,,,,,,,,,,,
1773468002.9945505,,,,,,,,,,,,
1773468003.0264015,,,,,,,,,,,,
1773468003.0573006,,,,,,,,,,,,
1773468003.0932808,,,,,,,,,,,,
1773468003.1200182,,,,,,,,,,,,
1773468003.1520221,,,,,,,,,,,,
1773468003.2235253,,,,,,,,,,,,
1773468003.2444973,,,,,,,,,,,,
1773468003.2735136,,,,,,,,,,,,
1773468003.305202,,,,,,,,,,,,
1773468003.3360837,,,,,,,,,,,,
1773468003.3669038,,,,,,,,,,,,
1773468003.4202075,,,,,,,,,,,,
1773468003.4482522,,,,,,,,,,,,
1773468003.4798622,,,,,,,,,,,,
1773468003.5061874,,,,,,,,,,,,
1773468003.5368915,,,,,,,,,,,,
1773468003.5677934,,,,,,,,,,,,
1773468003.6245918,,,,,,,,,,,,
1773468003.6443133,,,,,,,,,,,,
1773468003.6865213,,,,,,,,,,,,
1773468003.7070374,,,,,,,,,,,,
1773468003.7373283,,,,,,,,,,,,
1773468003.7692375,,,,,,,,,,,,
1773468003.815615,,,,,,,,,,,,
1773468003.8466692,,,,,,,,,,,,
1773468003.8768878,,,,,,,,,,,,
1773468003.9079895,,,,,,,,,,,,
1773468003.9399605,,,,,,,,,,,,
1773468003.9698598,,,,,,,,,,,,
1773468004.0009542,,,,,,,,,,,,
1773468004.0318947,,,,,,,,,,,,
1773468004.0880978,,,,,,,,,,,,
1773468004.1672847,,,,,,,,,,,,
1773468004.1863658,,,,,,,,,,,,
1773468004.2170205,,,,,,,,,,,,
1773468004.2479277,,,,,,,,,,,,
1773468004.2958834,,,,,,,,,,,,
1773468004.3246267,,,,,,,,,,,,
1773468004.3593483,,,,,,,,,,,,
1773468004.3862774,,,,,,,,,,,,
1773468004.4175436,,,,,,,,,,,,
1773468004.452109,,,,,,,,,,,,
1773468004.483134,,,,,,,,,,,,
1773468004.5181463,,,,,,,,,,,,
1773468004.575768,,,,,,,,,,,,
1773468004.6110022,,,,,,,,,,,,
1773468004.6417654,,,,,,,,,,,,
1773468004.6729455,,,,,,,,,,,,
1773468004.7004862,TRACK,0.0,0.0,0.0,0.0,0.0,,,,,,
1773468004.7312763,TRACK,0.0028344648675044937,0.0,0.0,0.0,0.0,,,,,,
1773468004.7637558,TRACK,0.0335697539523224,0.0,0.0,0.0,0.0,,,,,,
1773468004.7939003,TRACK,0.00196131905629926,0.0,0.005318568135812711,0.003641445389376372,0.0,,,,,,
1773468004.8282096,TRACK,0.0,0.0,0.014092516158156059,0.004497437314489617,0.0,,,,,,
1773468004.8551092,TRACK,0.00031224159699490885,0.0,0.0,0.0,0.0,,,,,,
1773468004.8868551,TRACK,0.011272566823242016,0.0,0.0,0.002964472578447328,0.003319374174117229,,,,,,
1773468004.9159167,,,,,,,,,,,,
1773468004.9741294,,,,,,,,,,,,
1773468005.010065,,,,,,,,,,,,
1773468005.0367572,,,,,,,,,,,,
1773468005.0676537,,,,,,,,,,,,
1773468005.099035,,,,,,,,,,,,
1773468005.1299362,,,,,,,,,,,,
1773468005.176931,,,,,,,,,,,,
1773468005.2435954,,,,,,,,,,,,
1773468005.2736073,,,,,,,,,,,,
1773468005.3060951,,,,,,,,,,,,
1773468005.3316433,,,,,,,,,,,,
1773468005.3623562,,,,,,,,,,,,
1773468005.3935227,,,,,,,,,,,,
1773468005.4321623,,,,,,,,,,,,
1773468005.4548526,,,,,,,,,,,,
1773468005.4865448,,,,,,,,,,,,
1773468005.5163426,,,,,,,,,,,,
1773468005.5474117,,,,,,,,,,,,
1773468005.5771768,,,,,,,,,,,,
1773468005.60845,,,,,,,,,,,,
1773468005.643644,,,,,,,,,,,,
1773468005.6754057,,,,,,,,,,,,
1773468005.707762,,,,,,,,,,,,
1773468005.7323034,,,,,,,,,,,,
1773468005.7618132,,,,,,,,,,,,
1773468005.79387,,,,,,,,,,,,
1773468005.8254583,,,,,,,,,,,,
1773468005.856388,,,,,,,,,,,,
1773468005.887776,,,,,,,,,,,,
1773468005.9184449,,,,,,,,,,,,
1773468005.9496186,,,,,,,,,,,,
1773468005.983915,,,,,,,,,,,,
1773468006.0394347,,,,,,,,,,,,
1773468006.0725348,,,,,,,,,,,,
1773468006.1035223,,,,,,,,,,,,
1773468006.1341894,,,,,,,,,,,,
1773468006.167354,,,,,,,,,,,,
1773468006.2006173,,,,,,,,,,,,
1773468006.2284899,,,,,,,,,,,,
1773468006.2627194,,,,,,,,,,,,
1773468006.2946122,,,,,,,,,,,,
1773468006.3222878,,,,,,,,,,,,
1773468006.3524244,,,,,,,,,,,,
1773468006.3831494,,,,,,,,,,,,
1773468006.456139,,,,,,,,,,,,
1773468006.490166,,,,,,,,,,,,
1773468006.520645,,,,,,,,,,,,
1773468006.552197,,,,,,,,,,,,
1773468006.582839,,,,,,,,,,,,
1773468006.6179817,,,,,,,,,,,,
1773468006.652693,,,,,,,,,,,,
1773468006.6793633,,,,,,,,,,,,
1773468006.7109022,,,,,,,,,,,,
1773468006.7421517,,,,,,,,,,,,
1773468006.7726917,TRACK,0.03174542652903341,0.034428676568303444,0.024778177082137916,0.01721586771859819,0.0,,,,,,
1773468006.8043036,TRACK,0.032356225393578485,0.04435954685280365,0.013832079139890254,0.0,0.0,,,,,,
1773468006.8593802,TRACK,0.03292229438191981,0.041645415374469225,0.011406250634549905,0.0,0.0,,,,,,
1773468006.8961446,TRACK,0.026589695286878056,0.04469564071527799,0.0,0.0,0.0,,,,,,
1773468006.927328,TRACK,0.01956542383444372,0.057393402692882206,0.0,0.0,0.0,,,,,,
1773468006.9583123,TRACK,0.011246324791439975,0.06952130898407177,0.0,0.0,0.0,,,,,,
1773468006.9898458,TRACK,0.025748575466697902,0.0617383560457273,0.0,0.0,0.0,,,,,,
1773468007.0205185,TRACK,0.020669378172281937,0.05269836548883461,0.0,0.0,0.02129678731932415,,,,,,
1773468007.0521386,TRACK,0.015049370842488656,0.06578835980666127,0.0,0.0,0.0,,,,,,
1773468007.0827487,TRACK,0.017030924272807793,0.06797122839614587,0.0,0.0,0.0,,,,,,
1773468007.1149645,TRACK,0.026535745690216855,0.05757404871248127,0.0,0.0,0.0,,,,,,
1773468007.1443005,TRACK,0.03657146539380193,0.06687588362696886,0.0,0.0,0.0,,,,,,
1773468007.175019,TRACK,0.050982231281851684,0.07447884879650615,0.0,0.0,0.0,,,,,,
1773468007.2058268,TRACK,0.05104225246570138,0.08161725291873495,0.007127789945434131,0.0,0.0,,,,,,
1773468007.2368507,TRACK,0.04833344901229623,0.08818101331067198,0.029766694683262925,0.008494342486726226,0.0,,,,,,
1773468007.2684095,TRACK,0.039775206766060195,0.09690384108455731,0.04075844653964566,0.023518342511958393,0.0,,,,,,
1773468007.3239934,TRACK,0.03413803629950621,0.0868405659231209,0.044178231862957204,0.03215554134747606,0.0,,,,,,
1773468007.3610575,TRACK,0.03765594257857884,0.09160044686538442,0.0496037144492297,0.038336110319853844,0.0,,,,,,
1773468007.3912714,TRACK,0.06013267739452232,0.10514681092415287,0.06333549729879451,0.04800039280225576,0.0,,,,,,
1773468007.4219964,TRACK,0.06759422092261985,0.11390853496430765,0.07146111768043767,0.05308793842101352,0.0,,,,,,
1773468007.4679854,TRACK,0.052286126083980096,0.11661269035998771,0.06568890261514952,0.046815229554307794,0.0,,,,,,
1773468007.4998307,TRACK,0.045450707424997176,0.12040881653159176,0.060092351016489826,0.05038121963942615,0.0,,,,,,
1773468007.5309296,TRACK,0.042543459734941676,0.13173138839061352,0.06012723211084648,0.04510108832804747,0.0,,,,,,
1773468007.5619662,TRACK,0.05505431562561967,0.14592911749000279,0.06800337348951502,0.05274685940723828,0.0,,,,,,
1773468007.5945184,TRACK,0.054894475269889824,0.1657976505779604,0.07861276436769202,0.05145571421300303,0.0,,,,,,
1773468007.623235,TRACK,0.051459552046799216,0.16975269726193545,0.07541190178298081,0.04799921280415845,0.0,,,,,,
1773468007.654649,TRACK,0.049024975568559344,0.18283131859998406,0.07336527667791501,0.044725172886196846,4.952034644560399e-05,,,,,,
1773468007.6866834,TRACK,0.04245875308064313,0.18648241578399735,0.08106328174775058,0.053429737500149205,0.003266088250833832,,,,,,
1773468007.7231653,TRACK,0.038248864066241596,0.18658212056607568,0.08364227011014463,0.06446707039619412,0.0032603074600160652,,,,,,
1773468007.7480671,TRACK,0.04039862376381933,0.18314588948088045,0.08676760910123932,0.06616965268662539,0.010606031103269799,,,,,,
1773468007.7780497,TRACK,0.03826975899587012,0.18442017270176791,0.08965454186319022,0.06482670284734099,0.020258587434720993,,,,,,
1773468007.8098867,TRACK,0.04407560441699644,0.17710249538962927,0.0826306123309044,0.07006078198898563,0.025739684137263623,,,,,,
1773468007.8675852,TRACK,0.04273169811572927,0.16663860896598465,0.08554092109018967,0.06655880116717043,0.034864775215212945,,,,,,
1773468007.9018617,TRACK,0.03841925849792318,0.17448103076442692,0.08742813004880873,0.060841399950621454,0.028396345796356002,,,,,,
1773468007.932555,TRACK,0.038087073749706234,0.18075001760623194,0.09241040053141092,0.07116153548843243,0.01671934732377025,,,,,,
1773468007.9961233,TRACK,0.04506724564785486,0.18903984748774377,0.08352557257210805,0.07330157190634395,0.028320619801228873,,,,,,
1773468008.0260158,TRACK,0.0484362357795672,0.18525113428125764,0.08183613292766126,0.07097612783516383,0.024851160425309046,,,,,,
1773468008.0568812,TRACK,0.04319680569209908,0.17126328574106822,0.07456361322288416,0.07316446658502286,0.02257872616288722,,,,,,
1773468008.0876875,TRACK,0.040252228482818564,0.16643338912962322,0.0826628429822415,0.06401912770336708,0.016293853428566082,,,,,,
1773468008.118013,TRACK,0.03307592060212755,0.1636742625547737,0.08212525349678913,0.06244587016065111,0.009282221165675538,,,,,,
1773468008.1481848,TRACK,0.03224427296246347,0.16622078673104881,0.07799577406906025,0.06422980677360726,0.007425107102959317,,,,,,
1773468008.1807253,TRACK,0.027768815651051854,0.16353636724927895,0.07531276435215915,0.06540224298695989,0.006264219141424405,,,,,,
1773468008.211387,TRACK,0.03230390046227683,0.15601993401739236,0.07191202703806568,0.06333662049714377,0.015441053447418938,,,,,,
1773468008.2425263,TRACK,0.045429855007971864,0.14778109116005736,0.07343501365782998,0.06200638778239323,0.028115306809139328,,,,,,
1773468008.2738535,TRACK,0.05127771299951291,0.1527963975136882,0.06196376691128393,0.06020626912781637,0.013096260643440872,,,,,,
1773468008.3040793,TRACK,0.05650213073773529,0.14676080250902118,0.06155574981879766,0.059978929022134364,0.005166085741739153,,,,,,
1773468008.3347287,TRACK,0.06098048838410989,0.14286319098441566,0.06012423962703394,0.06010538782485014,0.004843133542285045,,,,,,
1773468008.4132218,TRACK,0.04138574139554322,0.10222174541125667,0.04655423269218943,0.06019056803312793,0.029063439933299833,,,,,,
1773468008.4432368,TRACK,0.04248191883244914,0.1153638550299874,0.060519814365074184,0.06055155108659761,0.027729123989308845,,,,,,
1773468008.4746547,TRACK,0.04667291391534519,0.11799357081109775,0.06335810640744143,0.06249899797372592,0.03775581879713201,,,,,,
1773468008.5053875,TRACK,0.055451745113066976,0.09618352171077844,0.04142616820516821,0.046456199550758866,0.028390597288291134,,,,,,
1773468008.5353827,TRACK,0.0593127761708169,0.08229859249158863,0.0125094212628386,0.042625055859512886,0.028425726286459677,,,,,,
1773468008.5667255,TRACK,0.03539552067162816,0.03653272059679864,0.0,0.021693513140180868,0.0,,,,,,
1773468008.6039279,TRACK,0.037128932137889877,0.03854911841744894,0.0,0.008403411989677067,0.0,,,,,,
1773468008.6281552,TRACK,0.045170472653468324,0.036593866695693575,0.0,0.003045691194412825,0.0,,,,,,
1773468008.6596842,TRACK,0.04751204024277229,0.02657342959604904,0.0,0.0028899258517085967,0.0,,,,,,
1773468008.6903844,TRACK,0.03232550410169381,0.033241210352646815,0.0,0.0,0.0,,,,,,
1773468008.721133,TRACK,0.01456882314014905,0.03398590463026835,0.0,0.0,0.0,,,,,,
1773468008.7550263,TRACK,0.020802859374413174,0.05515283748383552,0.0,0.0,0.0,,,,,,
1773468008.81189,TRACK,0.022084765791309167,0.06698834788510709,0.0,0.0,0.0,,,,,,
1773468008.8453705,TRACK,0.032802863251419866,0.06551910631210944,0.0,0.0,0.0,,,,,,
1773468008.876542,TRACK,0.041211299877690524,0.06450923237630747,0.0029863360271312443,0.0,0.0,,,,,,
1773468008.9096901,TRACK,0.046738757290659405,0.06852008470555603,0.0029063259815501397,0.005870685176200538,0.0,,,,,,
1773468008.9432352,TRACK,0.042804789406145856,0.07702325834598411,0.0032388426987887443,0.00822648497001211,0.0,,,,,,
1773468008.9723208,TRACK,0.0504059593901863,0.08292498709902589,0.010193763603301704,0.0039586612503845235,0.0,,,,,,
1773468009.0074193,TRACK,0.06560270960934901,0.09410525806944747,0.01469279118646341,0.01093738985895186,0.0,,,,,,
1773468009.0346727,TRACK,0.06575237118180098,0.103794584021459,0.019340339855027082,0.011787410899834753,0.0,,,,,,
1773468009.0662096,TRACK,0.07594877709803625,0.10305476783195672,0.022413586270116925,0.0008849715625575528,0.0,,,,,,
1773468009.0972517,TRACK,0.09126228680941466,0.1440090766428858,0.038303297624132426,0.0,0.0,,,,,,
1773468009.1212282,TRACK,0.13759680531630294,0.15004560955831805,0.02209688048583672,0.0,0.0,,,,,,
1773468009.152341,TRACK,0.12760777923423092,0.11873745782356053,0.035537270466834345,0.003502031136241328,0.0,,,,,,
1773468009.2151873,TRACK,0.10239431345991364,0.12169189306414012,0.024769513135627506,0.007503256880519018,0.0,,,,,,
1773468009.251979,TRACK,0.10659439754960828,0.12306539705909529,0.028707388306177393,0.008999544659204162,0.0,,,,,,
1773468009.2832744,TRACK,0.11018653121510738,0.11656299346294474,0.03482831288427775,0.0,0.0,,,,,,
1773468009.3433616,TRACK,0.108262302830137,0.12052112103094999,0.034992603314517506,0.0,0.0,,,,,,
1773468009.3758495,TRACK,0.1260043573522438,0.11878526984168616,0.022174607602478885,0.0,0.0,,,,,,
1773468009.4073029,TRACK,0.13441885187818797,0.11425141363101232,0.02323247163020227,0.010393233450158164,0.0,,,,,,
1773468009.4373004,TRACK,0.12605412025786222,0.11094629716859487,0.0210649931905985,0.008524609138828226,0.0,,,,,,
1773468009.4884443,TRACK,0.10822046860779551,0.0966554169208581,0.012665672349799024,0.0,0.0,,,,,,
1773468009.5294018,TRACK,0.11196212464217326,0.08755395916398413,0.013794854252617767,0.0,0.0,,,,,,
1773468009.5606804,TRACK,0.0887620836693415,0.07004447061931046,0.005354615096616158,0.0,0.0,,,,,,
1773468009.612199,TRACK,0.0860272666005946,0.06489705242203826,0.007302005603685871,0.0,0.0,,,,,,
1773468009.6336713,TRACK,0.08009652154061002,0.04813695152012258,0.004320746439746586,0.0,0.0,,,,,,
1773468009.666353,TRACK,0.07759123529149094,0.04009524182580776,0.0012515500961856674,0.0,0.0,,,,,,
1773468009.699774,TRACK,0.05410418157692277,0.030294276962160895,0.0,0.0,0.0,,,,,,
1773468009.730466,TRACK,0.04711031564323576,0.03453562182030254,0.0,0.0,0.0,,,,,,
1773468009.7616417,TRACK,0.04478476367191263,0.037311486559618745,0.0,0.0,0.0,,,,,,
1773468009.7922022,TRACK,0.03482313012781645,0.0302208049940063,0.0,0.0,0.0,,,,,,
1773468009.8235335,TRACK,0.03682460096339042,0.03204253361652207,0.0,0.0,0.0,,,,,,
1773468009.8509955,TRACK,0.03941504222978778,0.023088676590001286,0.0,0.0,0.0,,,,,,
1773468009.882169,TRACK,0.035930693710774335,0.021490837071041824,0.0,0.0,0.0,,,,,,
1773468009.9156225,TRACK,0.03878854014461211,0.024626681585478993,0.0,0.0,0.0,,,,,,
1773468009.9435043,TRACK,0.029461628208883327,0.023208465675939465,0.0,0.0,0.0,,,,,,
1773468009.9696548,TRACK,0.03670406276867595,0.04443816727594992,0.0,0.0,0.0,,,,,,
1773468009.9999304,TRACK,0.03742379684743895,0.03599324503875494,0.0,0.0,0.0,,,,,,
1773468010.038125,TRACK,0.029626978365913884,0.029864418324197003,0.0,0.0,0.0,,,,,,
1773468010.0702116,TRACK,0.02525255412308951,0.030964683071414926,0.0,0.0,0.0,,,,,,
1773468010.1018295,TRACK,0.034685200898426555,0.013049589728533135,0.0,0.0,0.0,,,,,,
1773468010.1596997,TRACK,0.03538410219723829,0.020177527072154932,0.0,0.0,0.0,,,,,,
1773468010.1947525,TRACK,0.028488029408574676,0.020432252564663713,0.0,0.0,0.0,,,,,,
1773468010.2252035,TRACK,0.03341996277219664,0.01909544599156419,0.0,0.0,0.0,,,,,,
1773468010.2480235,TRACK,0.02404153302095949,0.017030042197660293,0.0,0.0,0.0,,,,,,
1773468010.2791395,TRACK,0.025792126284814004,0.016907473788323843,0.0,0.0,0.0,,,,,,
1773468010.3197708,TRACK,0.03018975626941824,0.019715712359993063,0.0,0.0,0.0,,,,,,
1773468010.3592632,TRACK,0.015052734601549106,0.011737077875916952,0.0,0.0,0.0,,,,,,
1773468010.3958285,TRACK,0.021859380802436306,0.012368670124909045,0.0,0.0,0.0,,,,,,
1773468010.4273653,TRACK,0.0303856095907517,0.008717219628669283,0.0,0.0,0.0,,,,,,
1773468010.458358,TRACK,0.024562420745849068,0.010390111639106863,0.0,0.0,0.0,,,,,,
1773468010.4905565,TRACK,0.02064935019612875,0.013798548503086466,0.0,0.0,0.0,,,,,,
1773468010.5214922,TRACK,0.019963741374644996,0.012598460937691697,0.0,0.0,0.0,,,,,,
1773468010.5438857,TRACK,0.02406433610053796,0.016075912614313098,0.0,0.0,0.0,,,,,,
